,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEMOCRATIC  - PRESIDENTIAL PREFERENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precinct,Party Registration,Ballots Cast,Turnout (%),JULIÁN CASTRO,MICHAEL A. ELLINGER,ELIZABETH WARREN,MARIANNE WILLIAMSON,ANDREW YANG,"ROQUE ""ROCKY"" DE LA FUENTE III",JOHN K. DELANEY,AMY KLOBUCHAR,BERNIE SANDERS,JOE SESTAK,TOM STEYER,DEVAL PATRICK,MICHAEL BENNET,MICHAEL R. BLOOMBERG,MOSIE BOYD,CORY BOOKER,PETE BUTTIGIEG,JOSEPH R. BIDEN,TULSI GABBARD,MARK STEWART GREENSTEIN,TOTAL VOTES,"QUALIFIED WRITE-INS:
NAKIA L. ANTHONY",DAPHNE DENISE BRADFORD,WILLIE FELIX CARTER,"MICHAEL DENAME 
",JEFFREY H. DROBMAN,ROBERT JORDAN,HEATHER MARIE STAGG
Election Day,3,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,3,2,66.6666666666667%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Canvass,3,2,66.6666666666667%,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Total,3,4,133.333333333333%,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0
7436  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,48,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,48,22,45.8333333333333%,0,0,2,0,1,0,0,3,4,0,1,0,0,5,0,0,3,3,0,0,22,0,0,0,0,0,0,0
Canvass,48,26,54.1666666666667%,0,0,1,0,0,0,0,0,7,0,0,0,0,3,0,0,2,13,0,0,26,0,0,0,0,0,0,0
Total,48,48,100%,0,0,3,0,1,0,0,3,11,0,1,0,0,8,0,0,5,16,0,0,48,0,0,0,0,0,0,0
7437  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,14,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,14,5,35.7142857142857%,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Canvass,14,7,50%,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0
Total,14,12,85.7142857142857%,0,0,1,0,0,0,0,0,8,0,0,0,0,1,0,0,1,0,0,0,11,0,0,0,0,0,0,0
7438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,244,46,18.8524590163934%,0,0,8,0,2,0,0,0,17,0,0,0,0,2,0,0,0,16,0,0,45,0,0,0,0,0,0,0
Vote by Mail,244,78,31.9672131147541%,0,0,15,0,0,0,0,7,12,0,1,0,0,22,0,0,12,9,0,0,78,0,0,0,0,0,0,0
Canvass,244,88,36.0655737704918%,0,0,21,0,0,0,0,0,18,0,1,0,0,16,0,0,2,28,2,0,88,0,0,0,0,0,0,0
Total,244,212,86.8852459016393%,0,0,44,0,2,0,0,7,47,0,2,0,0,40,0,0,14,53,2,0,211,0,0,0,0,0,0,0
7439  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,1,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,1,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canvass,1,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,1,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7440  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,34,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,34,15,44.1176470588235%,0,0,3,0,0,0,0,0,5,0,0,0,0,5,0,0,1,1,0,0,15,0,0,0,0,0,0,0
Canvass,34,15,44.1176470588235%,0,0,1,0,0,0,0,1,6,0,0,0,0,1,0,0,0,5,0,0,14,0,0,0,0,0,0,0
Total,34,30,88.2352941176471%,0,0,4,0,0,0,0,1,11,0,0,0,0,6,0,0,1,6,0,0,29,0,0,0,0,0,0,0
7441  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,5,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,5,1,20%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Canvass,5,3,60%,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0
Total,5,4,80%,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0
7442  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,10,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,10,7,70%,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,2,0,0,0,7,0,0,0,0,0,0,0
Canvass,10,1,10%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Total,10,8,80%,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,3,0,0,0,8,0,0,0,0,0,0,0
7443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,817,122,14.9326805385557%,0,0,16,0,0,0,0,0,43,0,1,0,0,11,0,0,0,47,0,0,118,0,0,0,0,0,0,0
Vote by Mail,817,267,32.6805385556916%,0,0,32,0,2,1,0,36,54,2,13,0,0,48,0,0,29,38,4,0,259,0,0,0,0,0,0,0
Canvass,817,350,42.8396572827417%,0,0,39,1,0,1,0,7,112,0,6,0,0,40,0,0,12,125,2,0,345,0,0,0,0,0,0,0
Total,817,739,90.452876376989%,0,0,87,1,2,2,0,43,209,2,20,0,0,99,0,0,41,210,6,0,722,0,0,0,0,0,0,0
7444  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canvass,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7445  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,67,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,67,18,26.865671641791%,0,0,3,0,0,0,0,0,5,0,0,0,0,4,0,0,2,4,0,0,18,0,0,0,0,0,0,0
Canvass,67,32,47.7611940298507%,0,0,1,0,0,0,0,1,17,0,1,0,0,4,0,0,1,7,0,0,32,0,0,0,0,0,0,0
Total,67,50,74.6268656716418%,0,0,4,0,0,0,0,1,22,0,1,0,0,8,0,0,3,11,0,0,50,0,0,0,0,0,0,0
7446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,634,88,13.8801261829653%,0,0,13,0,0,0,0,0,27,0,3,0,0,13,0,0,1,31,0,0,88,0,0,0,0,0,0,0
Vote by Mail,634,209,32.9652996845426%,0,0,34,0,2,0,0,11,46,1,11,0,0,48,0,0,22,27,2,0,204,0,0,0,0,0,0,0
Canvass,634,242,38.1703470031546%,0,0,31,0,0,1,0,3,88,0,8,0,0,37,0,0,7,62,3,0,240,0,0,0,0,0,0,0
Total,634,539,85.0157728706625%,0,0,78,0,2,1,0,14,161,1,22,0,0,98,0,0,30,120,5,0,532,0,0,0,0,0,0,0
7447  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,10,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,10,3,30%,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Canvass,10,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,10,3,30%,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
7448  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,13,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,13,3,23.0769230769231%,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0
Canvass,13,7,53.8461538461539%,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Total,13,10,76.9230769230769%,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,1,0,0,0,10,0,0,0,0,0,0,0
7449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,984,172,17.479674796748%,0,0,27,0,0,0,0,1,50,0,0,0,0,12,0,0,0,79,2,0,171,0,0,0,0,0,0,0
Vote by Mail,984,385,39.1260162601626%,0,0,58,0,3,0,0,45,65,0,20,0,0,92,0,2,51,45,2,0,383,0,0,0,0,0,0,0
Canvass,984,385,39.1260162601626%,0,0,63,0,0,0,0,10,98,0,4,0,0,46,0,0,17,143,2,0,383,0,0,0,0,0,0,0
Total,984,942,95.7317073170732%,0,0,148,0,3,0,0,56,213,0,24,0,0,150,0,2,68,267,6,0,937,0,0,0,0,0,0,0
7450  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,47,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,47,17,36.1702127659575%,0,0,0,0,0,1,0,1,3,0,2,0,1,5,0,0,1,2,0,0,16,0,0,0,0,0,0,0
Canvass,47,17,36.1702127659575%,0,0,3,0,0,0,0,1,3,0,0,0,0,3,0,0,1,5,1,0,17,0,0,0,0,0,0,0
Total,47,34,72.3404255319149%,0,0,3,0,0,1,0,2,6,0,2,0,1,8,0,0,2,7,1,0,33,0,0,0,0,0,0,0
7451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,1194,136,11.3902847571189%,0,0,11,0,0,0,1,1,55,1,2,0,0,14,0,0,0,51,0,0,136,0,0,0,0,0,0,0
Vote by Mail,1194,311,26.0469011725293%,1,1,39,0,1,1,0,27,111,0,14,0,1,40,0,0,36,36,1,0,309,0,0,0,0,0,0,0
Canvass,1194,405,33.9195979899498%,1,0,49,1,0,0,0,7,183,0,3,0,0,34,0,0,7,112,1,0,398,0,0,0,0,0,0,0
Total,1194,852,71.356783919598%,2,1,99,1,1,1,1,35,349,1,19,0,1,88,0,0,43,199,2,0,843,0,0,0,0,0,0,0
7501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,444,94,21.1711711711712%,0,0,15,0,0,0,0,0,33,0,0,0,0,4,0,0,1,40,0,0,93,0,0,0,0,0,0,0
Vote by Mail,444,140,31.5315315315315%,0,0,27,0,0,0,0,14,31,0,2,0,0,22,0,1,21,17,2,0,137,0,0,0,0,0,0,0
Canvass,444,195,43.9189189189189%,0,0,47,0,1,0,0,5,54,0,1,0,0,17,0,0,13,56,0,0,194,0,0,0,0,0,0,0
Total,444,429,96.6216216216216%,0,0,89,0,1,0,0,19,118,0,3,0,0,43,0,1,35,113,2,0,424,0,0,0,0,0,0,0
7503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,720,132,18.3333333333333%,0,0,18,0,1,0,0,0,64,1,0,0,0,9,0,0,0,39,0,0,132,0,0,0,0,0,0,0
Vote by Mail,720,244,33.8888888888889%,0,0,32,0,0,0,0,14,97,0,5,0,0,37,0,0,27,24,3,0,239,0,0,0,0,0,0,0
Canvass,720,295,40.9722222222222%,0,0,46,0,2,0,0,9,105,0,7,0,0,21,1,0,16,84,0,0,291,0,0,0,0,0,0,0
Total,720,671,93.1944444444444%,0,0,96,0,3,0,0,23,266,1,12,0,0,67,1,0,43,147,3,0,662,0,0,0,0,0,0,0
7504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,1223,262,21.4227309893704%,0,0,41,0,0,0,0,1,135,0,0,0,0,7,1,1,0,68,5,0,259,0,0,0,0,0,0,0
Vote by Mail,1223,365,29.8446443172527%,1,0,76,0,3,0,0,40,119,0,8,0,0,57,0,0,34,20,2,0,360,0,0,0,0,0,0,0
Canvass,1223,573,46.852003270646%,0,0,109,1,0,0,0,10,237,0,10,0,2,49,0,0,14,134,1,0,567,0,0,0,0,0,0,0
Total,1223,1200,98.119378577269%,1,0,226,1,3,0,0,51,491,0,18,0,2,113,1,1,48,222,8,0,1186,0,0,0,0,0,0,0
7505  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,83,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,83,35,42.1686746987952%,0,0,7,0,0,0,0,4,10,0,0,0,0,5,0,0,4,5,0,0,35,0,0,0,0,0,0,0
Canvass,83,45,54.2168674698795%,0,0,11,0,0,0,0,2,15,0,0,0,0,2,0,0,1,12,0,0,43,0,0,0,0,0,0,0
Total,83,80,96.3855421686747%,0,0,18,0,0,0,0,6,25,0,0,0,0,7,0,0,5,17,0,0,78,0,0,0,0,0,0,0
7506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,501,138,27.5449101796407%,0,0,26,0,0,0,0,0,78,0,0,0,0,4,0,0,1,29,0,0,138,0,0,0,0,0,0,0
Vote by Mail,501,146,29.1417165668663%,0,0,21,1,0,0,0,14,55,0,3,0,0,23,0,0,8,15,1,0,141,0,0,0,0,0,0,0
Canvass,501,207,41.3173652694611%,0,0,37,0,0,0,0,9,81,0,2,0,0,9,0,0,11,56,0,0,205,0,0,0,0,0,0,0
Total,501,491,98.0039920159681%,0,0,84,1,0,0,0,23,214,0,5,0,0,36,0,0,20,100,1,0,484,0,0,0,0,0,0,0
7507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,1032,163,15.7945736434109%,0,0,29,0,0,0,0,1,57,0,2,0,0,8,0,0,0,63,1,0,161,0,0,0,0,0,0,0
Vote by Mail,1032,364,35.2713178294574%,0,0,67,0,2,0,1,35,107,0,7,1,1,62,0,0,45,27,1,0,356,0,0,0,0,0,0,0
Canvass,1032,453,43.8953488372093%,0,0,104,0,0,0,0,6,171,0,6,0,0,36,0,0,8,116,0,0,447,0,0,0,0,0,0,0
Total,1032,980,94.9612403100775%,0,0,200,0,2,0,1,42,335,0,15,1,1,106,0,0,53,206,2,0,964,0,0,0,0,0,0,0
7508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,913,186,20.3723986856517%,0,0,38,0,1,0,0,0,81,0,0,0,0,6,0,0,0,60,0,0,186,0,0,0,0,0,0,0
Vote by Mail,913,290,31.763417305586%,0,0,54,0,1,0,0,24,78,0,13,0,0,41,0,0,42,24,4,0,281,0,0,0,0,0,0,0
Canvass,913,378,41.4019715224535%,0,0,84,1,0,0,0,10,153,0,1,0,0,34,0,0,9,83,1,0,376,0,0,0,0,0,0,0
Total,913,854,93.5377875136911%,0,0,176,1,2,0,0,34,312,0,14,0,0,81,0,0,51,167,5,0,843,0,0,0,0,0,0,0
7509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,843,158,18.7425860023725%,0,0,34,0,0,0,0,1,65,0,2,0,0,10,0,0,0,43,2,0,157,0,0,0,0,0,0,0
Vote by Mail,843,291,34.5195729537367%,0,0,44,0,5,0,0,25,60,0,12,0,2,68,0,0,36,35,0,0,287,0,0,0,0,0,0,0
Canvass,843,354,41.9928825622776%,0,0,67,0,0,0,0,12,111,0,2,0,0,27,0,0,21,110,1,0,351,0,0,0,0,0,0,0
Total,843,803,95.2550415183867%,0,0,145,0,5,0,0,38,236,0,16,0,2,105,0,0,57,188,3,0,795,0,0,0,0,0,0,0
7510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,846,207,24.468085106383%,0,0,40,0,1,1,0,0,83,0,3,0,0,10,0,0,1,66,2,0,207,0,0,0,0,0,0,0
Vote by Mail,846,251,29.6690307328605%,0,0,28,0,2,0,0,20,88,0,4,1,0,31,0,0,39,31,3,0,247,0,0,0,0,0,0,0
Canvass,846,369,43.6170212765958%,0,0,54,0,0,0,0,8,168,0,2,0,0,25,0,1,14,85,3,0,360,0,0,0,0,0,0,0
Total,846,827,97.7541371158392%,0,0,122,0,3,1,0,28,339,0,9,1,0,66,0,1,54,182,8,0,814,0,0,0,0,0,0,0
7511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,1093,250,22.8728270814273%,0,1,41,0,0,0,0,3,108,0,0,0,0,11,0,1,2,80,2,0,249,0,0,0,0,0,0,0
Vote by Mail,1093,371,33.9432753888381%,0,0,64,0,4,0,0,17,97,0,9,0,0,57,1,0,67,48,3,0,367,0,0,0,0,0,0,0
Canvass,1093,357,32.6623970722781%,0,0,60,1,0,0,0,5,135,0,6,0,0,26,0,0,19,101,0,0,353,0,0,0,0,0,0,0
Total,1093,978,89.4784995425435%,0,1,165,1,4,0,0,25,340,0,15,0,0,94,1,1,88,229,5,0,969,0,0,0,0,0,0,0
7512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,990,234,23.6363636363636%,0,0,28,0,0,0,0,0,126,0,0,0,1,17,0,0,3,56,0,0,231,0,0,0,0,0,0,0
Vote by Mail,990,302,30.5050505050505%,0,0,41,0,0,0,0,15,105,0,15,0,0,51,0,0,41,30,0,0,298,0,0,0,0,0,0,0
Canvass,990,383,38.6868686868687%,0,0,66,0,1,0,0,3,162,0,7,0,1,28,0,0,17,93,1,0,379,0,0,0,0,0,0,0
Total,990,919,92.8282828282828%,0,0,135,0,1,0,0,18,393,0,22,0,2,96,0,0,61,179,1,0,908,0,0,0,0,0,0,0
7513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,372,61,16.3978494623656%,0,0,5,0,0,0,0,0,27,1,0,0,0,3,0,0,0,23,0,0,59,0,0,0,0,0,0,0
Vote by Mail,372,118,31.7204301075269%,0,0,14,0,0,0,0,6,32,0,0,0,0,29,0,0,19,14,3,0,117,0,0,0,0,0,0,0
Canvass,372,140,37.6344086021505%,0,0,25,0,2,0,0,1,55,0,1,0,0,12,0,0,2,36,1,0,135,0,0,0,0,0,0,0
Total,372,319,85.752688172043%,0,0,44,0,2,0,0,7,114,1,1,0,0,44,0,0,21,73,4,0,311,0,0,0,0,0,0,0
7514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,833,175,21.0084033613445%,0,0,24,0,1,0,0,0,66,0,1,0,0,16,0,0,0,63,1,0,172,0,0,0,0,0,0,0
Vote by Mail,833,238,28.5714285714286%,0,0,33,0,0,0,0,20,77,0,7,0,0,37,0,0,32,26,2,0,234,0,0,0,0,0,0,0
Canvass,833,365,43.8175270108043%,0,0,74,0,2,0,0,10,147,0,3,0,0,23,0,0,8,90,0,0,357,0,0,0,0,0,0,0
Total,833,778,93.3973589435774%,0,0,131,0,3,0,0,30,290,0,11,0,0,76,0,0,40,179,3,0,763,0,0,0,0,0,0,0
7515  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,173,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,173,62,35.8381502890173%,0,0,9,0,1,0,0,8,13,0,4,0,0,7,0,1,5,13,1,0,62,0,0,0,0,0,0,0
Canvass,173,86,49.7109826589595%,0,0,12,0,0,0,0,1,37,0,1,0,0,2,0,0,4,26,0,0,83,0,0,0,0,0,0,0
Total,173,148,85.5491329479769%,0,0,21,0,1,0,0,9,50,0,5,0,0,9,0,1,9,39,1,0,145,0,0,0,0,0,0,0
7516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,190,48,25.2631578947368%,0,0,10,0,0,0,0,0,22,0,0,0,0,1,0,0,0,13,0,0,46,0,0,0,0,0,0,0
Vote by Mail,190,50,26.3157894736842%,0,0,6,0,0,0,0,4,18,0,1,0,0,6,0,0,7,8,0,0,50,0,0,0,0,0,0,0
Canvass,190,80,42.1052631578947%,0,0,16,0,0,0,0,0,37,0,0,0,0,7,0,0,3,15,0,0,78,0,0,0,0,0,0,0
Total,190,178,93.6842105263158%,0,0,32,0,0,0,0,4,77,0,1,0,0,14,0,0,10,36,0,0,174,0,0,0,0,0,0,0
7517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,1037,198,19.0935390549663%,0,0,43,0,1,0,0,1,85,0,0,0,0,5,0,0,0,59,2,0,196,0,0,0,0,0,0,0
Vote by Mail,1037,329,31.7261330761813%,0,0,60,0,2,0,0,36,113,0,12,0,0,43,0,0,34,22,4,0,326,0,0,0,0,0,0,0
Canvass,1037,443,42.7193828351013%,0,0,104,0,1,0,0,9,185,0,3,0,0,23,0,0,20,94,2,0,441,0,0,0,0,0,0,0
Total,1037,970,93.5390549662488%,0,0,207,0,4,0,0,46,383,0,15,0,0,71,0,0,54,175,8,0,963,0,0,0,0,0,0,0
7518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,1123,216,19.2341941228851%,0,0,37,0,0,0,0,0,107,0,0,0,0,17,0,0,0,52,2,0,215,0,0,0,0,0,0,0
Vote by Mail,1123,369,32.8584149599288%,0,0,87,0,5,0,0,31,119,0,7,0,2,47,0,2,36,29,0,0,365,0,0,0,0,0,0,0
Canvass,1123,489,43.5440783615316%,1,0,99,1,0,0,0,6,198,0,6,0,0,40,0,0,8,121,2,0,482,0,0,0,0,0,0,0
Total,1123,1074,95.6366874443455%,1,0,223,1,5,0,0,37,424,0,13,0,2,104,0,2,44,202,4,0,1062,0,0,0,0,0,0,0
7519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,1346,285,21.1738484398217%,0,0,63,0,1,0,0,0,93,0,0,0,0,15,0,1,1,108,3,0,285,0,0,0,0,0,0,0
Vote by Mail,1346,401,29.7919762258544%,0,0,80,0,6,0,0,47,130,0,8,1,0,50,0,0,42,30,1,0,395,0,0,0,0,0,0,0
Canvass,1346,599,44.5022288261516%,0,1,131,0,2,0,0,11,217,1,5,0,0,44,0,0,13,167,2,0,594,0,0,0,0,0,0,0
Total,1346,1285,95.4680534918277%,0,1,274,0,9,0,0,58,440,1,13,1,0,109,0,1,56,305,6,0,1274,0,0,0,0,0,0,0
7520  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,24,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,24,8,33.3333333333333%,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,2,0,0,0,8,0,0,0,0,0,0,0
Canvass,24,10,41.6666666666667%,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,1,4,0,0,10,0,0,0,0,0,0,0
Total,24,18,75%,0,0,3,0,0,0,0,0,3,0,0,0,0,4,1,0,3,4,0,0,18,0,0,0,0,0,0,0
7521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,991,218,21.9979818365288%,0,0,42,1,0,0,0,1,82,0,0,0,1,19,0,0,0,69,1,0,216,0,0,0,0,0,0,0
Vote by Mail,991,342,34.510595358224%,1,0,75,0,1,0,0,34,103,0,12,0,0,44,0,0,32,32,2,0,336,0,0,0,0,0,0,0
Canvass,991,376,37.941473259334%,0,0,80,1,0,0,0,12,143,0,4,0,0,41,0,0,3,90,0,0,374,0,0,0,0,0,0,0
Total,991,936,94.4500504540868%,1,0,197,2,1,0,0,47,328,0,16,0,1,104,0,0,35,191,3,0,926,0,0,0,0,0,0,0
7522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,940,228,24.2553191489362%,0,0,37,0,0,0,0,0,107,0,1,0,0,10,0,0,0,73,0,0,228,0,0,0,0,0,0,0
Vote by Mail,940,286,30.4255319148936%,0,0,56,1,2,1,0,22,78,0,9,0,0,47,0,0,39,30,0,0,285,0,0,0,0,0,0,0
Canvass,940,405,43.0851063829787%,0,0,95,0,1,0,0,8,156,0,4,0,0,27,0,0,13,93,2,0,399,0,0,0,0,0,0,0
Total,940,919,97.7659574468085%,0,0,188,1,3,1,0,30,341,0,14,0,0,84,0,0,52,196,2,0,912,0,0,0,0,0,0,0
7523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,561,100,17.825311942959%,1,0,17,0,0,0,0,0,38,0,0,0,0,11,0,0,1,32,0,0,100,0,0,0,0,0,0,0
Vote by Mail,561,174,31.0160427807487%,0,0,28,0,1,0,0,21,47,0,8,0,0,22,0,0,24,16,3,0,170,0,0,0,0,0,0,0
Canvass,561,254,45.2762923351159%,0,0,48,1,2,0,0,13,87,0,2,0,0,19,0,0,9,68,0,0,249,0,0,0,0,0,0,0
Total,561,528,94.1176470588235%,1,0,93,1,3,0,0,34,172,0,10,0,0,52,0,0,34,116,3,0,519,0,0,0,0,0,0,0
7524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,942,146,15.4989384288747%,0,1,23,0,0,0,0,0,49,0,0,0,0,12,0,0,0,59,2,0,146,0,0,0,0,0,0,0
Vote by Mail,942,293,31.104033970276%,0,0,34,0,1,0,0,27,89,0,17,0,0,44,1,1,38,34,3,0,289,0,0,0,0,0,0,0
Canvass,942,347,36.8365180467091%,0,0,52,0,2,0,0,6,128,0,8,0,0,44,0,2,8,91,2,0,343,0,0,0,0,0,0,0
Total,942,786,83.4394904458599%,0,1,109,0,3,0,0,33,266,0,25,0,0,100,1,3,46,184,7,0,778,0,0,0,0,0,0,0
7525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,564,93,16.4893617021277%,0,0,11,0,0,0,0,0,37,0,0,0,0,14,0,0,0,29,0,0,91,0,0,0,0,0,0,0
Vote by Mail,564,206,36.5248226950355%,0,0,22,0,2,0,0,10,67,0,9,0,0,44,0,1,29,19,1,0,204,0,0,0,0,0,0,0
Canvass,564,224,39.7163120567376%,0,0,53,0,0,0,0,5,71,1,2,0,0,22,0,0,5,63,0,0,222,0,0,0,0,0,0,0
Total,564,523,92.7304964539007%,0,0,86,0,2,0,0,15,175,1,11,0,0,80,0,1,34,111,1,0,517,0,0,0,0,0,0,0
7526  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
